;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
16926;Departamento;Rímac;4;2;1;215;12000.0;2545.0;670.0
16927;Local comercial;Ate;0;5;0;235;14000.0;5654.0;2248.0
16928;Departamento;Rímac;2;3;1;75;4200.0;819.0;209.0
16929;Edificio completo;San Bartolo;0;0;0;1731;50000.0;;50.0
16930;Departamento;Comas;5;2;2;302;16000.0;2100.0;
16931;Casa en condominio;San Luis;3;1;0;200;2000.0;130.0;480.0
16932;Local comercial;Pachacámac;0;4;0;250;3500.0;2500.0;506.0
16933;Departamento;Santa Anita;2;1;0;76;1200.0;858.0;75.0
16934;Flat;Ate;1;1;1;55;5000.0;2600.0;
16935;Departamento;Jesús María;2;2;1;100;2200.0;580.0;
16936;Departamento;Jesús María;3;0;1;200;3000.0;1170.0;300.0
16937;Departamento;San Bartolo;2;1;0;82;3500.0;1128.0;26.0
16938;Departamento;Ate;3;2;1;126;3000.0;1500.0;233.0
16939;Departamento;Callao;3;3;2;230;2500.0;1888.0;4400.0
16940;Departamento;Independencia;2;0;0;55;800.0;;
16941;Casa;Comas;2;0;0;60;1200.0;;
16942;Casa;Lince;2;1;2;100;1500.0;;30.0
16943;Departamento;Comas;3;3;1;306;17900.0;3200.0;12271.0
16944;Tienda/Salón;Pachacámac;0;0;0;100;1500.0;550.0;265.0
16945;Departamento;La Perla;3;1;0;87;3400.0;1250.0;120.0
16946;Tienda/Salón;Comas;0;0;0;32;6500.0;;500.0
16947;Departamento;San Borja;3;0;0;107;3200.0;600.0;150.0
16948;Departamento;Jesús María;2;1;1;90;1700.0;880.0;177.0
16949;Departamento;Santa María del Mar;1;1;0;50;800.0;250.0;
16950;Departamento;Ate;4;3;4;292;10000.0;3800.0;8000.0
16951;Local comercial;Ate;0;2;0;72;1800.0;2293.0;
16952;Departamento;San Miguel;3;1;1;80;2200.0;700.0;200.0
16953;Departamento;San Borja;3;0;1;124;3500.0;860.0;
16954;Casa;Lurigancho;4;4;4;452;20000.0;;1749.0
16955;Departamento;Ate;3;2;1;106;3400.0;1630.0;280.0
16956;Loft;San Borja;1;0;0;56;1500.0;678.0;56.0
16957;Departamento;Ate;4;3;3;247;14000.0;4400.0;1000.0
16958;Departamento;Comas;3;1;1;100;10000.0;;
16959;Local comercial;Ate;0;1;0;36;1500.0;800.0;150.0
16960;Departamento;Jesús María;2;1;1;77;1500.0;770.0;100.0
16961;Local comercial;Ate;0;1;0;25;900.0;170.0;
16962;Departamento;Jesús María;2;1;1;73;1300.0;926.0;
16963;Local comercial;La Punta;0;2;0;100;3900.0;2140.0;381.0
16964;Departamento;Lurigancho;2;0;0;70;2300.0;812.0;147.0
16965;Departamento;Santa Rosa;2;0;0;62;700.0;230.0;
16966;Habitación;San Borja;1;0;0;30;1600.0;390.0;24.0
16967;Departamento;San Borja;3;1;0;160;3300.0;1741.0;
16968;Local comercial;Pachacámac;0;1;0;57;5187.0;1596.0;210.0
16969;Local comercial;Lince;0;0;0;30;900.0;342.0;
16970;Departamento;El Agustino;2;0;0;78;1200.0;;
16971;Casa;San Luis;2;0;1;70;1500.0;;89.0
16972;Local comercial;Pachacámac;0;0;0;80;300.0;;
16973;Habitación;Pachacámac;1;0;0;28;600.0;369.0;
16974;Departamento;Ate;2;1;1;50;1700.0;484.0;38.0
16975;Local comercial;Lince;0;0;0;35;1500.0;480.0;
16976;Local comercial;Lurigancho;0;1;0;29;2500.0;760.0;144.0
16977;Departamento;Punta Negra;2;0;0;60;1500.0;660.0;
16978;Departamento;Ate;2;1;1;80;3500.0;1100.0;
16979;Departamento;La Punta;1;0;0;52;1700.0;560.0;
16980;Tienda/Salón;Callao;0;1;0;50;2500.0;1000.0;156.0
16981;Departamento;Jesús María;3;3;1;190;4500.0;1150.0;570.0
16982;Departamento;San Borja;3;0;1;100;4500.0;750.0;300.0
16983;Departamento;Ate;2;1;0;88;1100.0;400.0;44.0
16984;Local comercial;Pachacámac;0;0;0;1550;30000.0;20529.0;62854.0
16985;Local comercial;Pachacámac;0;0;0;440;37400.0;5600.0;
16986;Departamento;Ate;1;2;1;90;3200.0;982.0;316.0
16987;Departamento;San Borja;2;0;0;75;2000.0;677.0;131.0
16988;Departamento;San Miguel;3;1;1;80;1900.0;982.0;113.0
16989;Casa;Mi Perú;3;0;1;73;2000.0;;100.0
16990;Flat;Chorrillos;1;1;1;45;2400.0;700.0;100.0
16991;Departamento;San Miguel;2;1;0;72;2100.0;875.0;120.0
16992;Casa;Ate;3;2;2;220;4900.0;675.0;
16993;Almacén;Lince;0;0;0;350;10000.0;;
16994;Departamento;San Miguel;2;1;1;86;2500.0;714.0;
16995;Casa;Ate;1;0;0;40;750.0;;16.0
16996;Departamento;Santa Anita;1;1;0;54;1300.0;900.0;14.0
16997;Local comercial;Ate;0;1;0;34;1500.0;1139.0;328.0
16998;Casa en condominio;Ate;5;6;2;703;15000.0;;
16999;Departamento;San Miguel;2;1;0;68;1300.0;822.0;
17000;Departamento;Ate;4;3;2;256;11500.0;4068.0;497.0
17001;Departamento;Ate;4;4;4;492;7000.0;6000.0;1040.0
17002;Departamento;San Bartolo;2;0;0;80;5000.0;943.0;290.0
17003;Local comercial;Ate;0;2;0;40;1000.0;1350.0;150.0
17004;Local comercial;Chorrillos;0;0;0;250;11000.0;;780.0
17005;Local comercial;Ate;0;1;0;32;1100.0;854.0;138.0
17006;Local comercial;Pachacámac;0;0;0;300;14000.0;2000.0;
17007;Local comercial;Pachacámac;0;0;0;195;12000.0;4747.0;
17008;Departamento;Comas;2;1;0;67;2200.0;1600.0;148.0
17009;Departamento;Ate;2;1;1;70;2000.0;1295.0;190.0
17010;Departamento;La Perla;1;0;0;45;2180.0;500.0;120.0
17011;Departamento;Rímac;4;2;4;200;9500.0;2713.0;1153.0
17012;Departamento;Ate;2;1;1;65;3000.0;790.0;213.0
17013;Departamento;Rímac;3;3;1;166;8500.0;3500.0;680.0
17014;Local comercial;Ate;0;1;0;29;600.0;940.0;157.0
17015;Local comercial;Ate;0;1;0;36;1200.0;1273.0;366.0
17016;Departamento;Carmen de La Legua;1;1;0;39;790.0;;
17017;Departamento;Punta Hermosa;4;4;4;450;21000.0;5800.0;
17018;Departamento;Ate;2;2;1;115;9000.0;2470.0;4500.0
17019;Departamento;Rímac;2;0;1;55;3500.0;1245.0;142.0
17020;Departamento;La Perla;4;2;1;178;5800.0;1462.0;409.0
17021;Flat;Ate;1;1;0;55;2200.0;1624.0;260.0
17022;Casa;San Juan de Miraflores;3;1;0;230;2500.0;;967.0
17023;Edificio completo;San Bartolo;0;0;0;1204;50000.0;;50.0
17024;Casa;Villa María del Triunfo;2;0;2;80;1800.0;;
17025;Local comercial;Ate;0;18;0;671;74000.0;18117.0;32100.0
17026;Departamento;La Molina;3;0;0;99;980.0;425.0;13.0
17027;Local comercial;Ate;0;1;0;98;3000.0;872.0;
17028;Departamento;Ate;5;4;5;1100;24000.0;8465.0;5529.0
17029;Departamento;Ate;3;2;1;106;2250.0;1772.0;2520.0
17030;Departamento;Breña;2;1;0;55;1000.0;283.0;13.0
17031;Local comercial;Pachacámac;0;0;0;56;700.0;1353.0;196.0
17032;Departamento;Jesús María;3;1;1;78;1500.0;770.0;108.0
17033;Departamento;Mi Perú;1;0;0;40;1000.0;460.0;25.0
17034;Departamento;Carmen de La Legua;2;1;0;50;1100.0;300.0;
17035;Departamento;Comas;3;1;1;160;7800.0;2600.0;461.0
17036;Departamento;Comas;3;1;1;120;4700.0;1400.0;
17037;Departamento;Santiago de Surco;2;0;0;50;650.0;60.0;
17038;Departamento;Punta Hermosa;2;1;1;82;2800.0;954.0;104.0
17039;Departamento;Rímac;2;1;1;108;5000.0;2000.0;530.0
17040;Departamento;San Borja;1;0;0;44;1500.0;531.0;25.0
17041;Casa en condominio;Callao;4;4;3;480;7000.0;600.0;2500.0
17042;Departamento;San Miguel;2;1;1;80;2000.0;500.0;94.0
17043;Departamento;Rímac;1;0;0;45;3000.0;570.0;130.0
17044;Edificio completo;Chorrillos;0;0;0;128;8000.0;;803.0
17045;Departamento;Rímac;3;1;1;125;8000.0;1900.0;
17046;Local comercial;Chorrillos;0;0;0;160;6000.0;2823.0;
17047;Local comercial;Ate;0;18;0;930;93000.0;22320.0;
17048;Flat;Lince;2;1;2;64;2500.0;1500.0;100.0
17049;Departamento;Ate;4;2;4;378;10000.0;2800.0;21000.0
17050;Departamento;Ate;2;2;2;220;3500.0;1980.0;10.0
17051;Departamento;San Borja;1;0;0;21;1400.0;439.0;25.0
17052;Local comercial;Pachacámac;0;0;0;115;2700.0;3400.0;
17053;Departamento;Ate;3;3;2;240;9500.0;3526.0;1502.0
17054;Departamento;Comas;2;0;1;95;7000.0;2432.0;365.0
17055;Casa en condominio;Ate;5;4;3;622;10000.0;1380.0;1486.0
17056;Departamento;San Bartolo;4;1;2;310;12000.0;2500.0;460.0
17057;Departamento;San Borja;2;0;0;85;2500.0;1117.0;166.0
17058;Departamento;Santa Anita;1;1;0;55;800.0;400.0;17.0
17059;Tienda/Salón;Santa Anita;0;0;0;60;1500.0;;
17060;Departamento;Ate;2;1;1;95;2500.0;1090.0;278.0
17061;Departamento;San Miguel;2;1;1;70;2500.0;769.0;
17062;Flat;Comas;2;1;1;80;10000.0;4000.0;420.0
17063;Departamento;Chorrillos;2;1;0;96;2980.0;695.0;179.0
17064;Departamento;San Miguel;2;1;1;100;3100.0;700.0;
17065;Departamento;San Borja;2;0;0;80;2600.0;764.0;
17066;Edificio completo;San Luis;0;6;0;600;9000.0;;
17067;Departamento;San Borja;4;1;0;210;5500.0;2890.0;395.0
17068;Departamento;Mi Perú;1;1;0;58;1100.0;670.0;360.0
17069;Departamento;Mi Perú;2;1;0;60;1500.0;407.0;47.0
17070;Edificio completo;Pachacámac;0;0;0;1500;73000.0;;
17071;Departamento;Breña;3;1;1;160;3300.0;1125.0;230.0
17072;Local comercial;Ate;0;2;0;45;2000.0;1200.0;150.0
17073;Departamento;San Luis;2;1;0;50;1000.0;400.0;135.0
17074;Departamento;Jesús María;3;1;1;92;2000.0;675.0;1100.0
17075;Almacén;Santa Rosa;0;0;0;1200;15000.0;;
17076;Departamento;Comas;2;1;0;86;5500.0;2000.0;
17077;Departamento;San Borja;1;1;0;47;2500.0;900.0;500.0
17078;Departamento;Ate;2;1;1;63;2800.0;1320.0;145.0
17079;Departamento;Jesús María;2;1;1;72;1600.0;700.0;55.0
17080;Departamento;Jesús María;3;2;1;144;2791.0;1582.0;2580.0
17081;Casa en condominio;Ate;7;6;6;850;25000.0;2200.0;25000.0
17082;Departamento;San Borja;4;1;2;270;10000.0;2620.0;470.0
17083;Loft;San Bartolo;1;0;0;35;3500.0;450.0;50.0
17084;Local comercial;Breña;0;0;0;31;500.0;550.0;
17085;Departamento;San Borja;3;1;1;100;3000.0;1200.0;
17086;Departamento;Mi Perú;3;1;1;125;1900.0;1000.0;190.0
17087;Departamento;Ate;4;2;2;191;3500.0;1100.0;550.0
17088;Local comercial;Rímac;0;0;0;30;3300.0;754.0;177.0
17089;Almacén;Chaclacayo;0;0;0;1900;10000.0;;
17090;Departamento;San Bartolo;3;1;1;100;4500.0;970.0;165.0
17091;Departamento;Comas;4;3;4;480;37000.0;9500.0;
17092;Local comercial;El Agustino;0;0;0;30;900.0;;
17093;Departamento;Comas;3;1;1;120;5800.0;1700.0;139.0
17094;Departamento;Ate;3;2;2;189;9500.0;1700.0;
17095;Local comercial;Pachacámac;0;1;0;32;1099.0;497.0;84.0
17096;Departamento;San Bartolo;3;1;1;114;4800.0;1150.0;
17097;Local comercial;Pachacámac;0;0;0;303;7000.0;4769.0;
17098;Local comercial;Chorrillos;0;7;0;423;30000.0;11235.0;1758.0
17099;Departamento;Ate;3;1;1;80;2800.0;1350.0;189.0
17100;Departamento;La Perla;3;0;1;115;2700.0;880.0;178.0
17101;Departamento;Chorrillos;2;1;1;85;3900.0;900.0;
17102;Departamento;San Borja;3;1;0;200;6800.0;1700.0;520.0
17103;Departamento;Jesús María;2;2;1;85;2400.0;500.0;
17104;Departamento;Punta Negra;2;0;0;62;1200.0;480.0;14.0
17105;Local comercial;Pachacámac;0;0;0;262;3000.0;4526.0;13000.0
17106;Departamento;Callao;2;2;1;144;2400.0;938.0;
17107;Local comercial;Ate;0;2;0;54;2800.0;1250.0;
17108;Departamento;Jesús María;2;1;0;52;2200.0;;
17109;Departamento;Comas;3;2;1;170;6300.0;2200.0;495.0
17110;Departamento;Chorrillos;3;1;1;101;5500.0;1100.0;
17111;Casa en condominio;Ate;5;2;5;810;26000.0;1550.0;3256.0
17112;Casa de villa;Lince;2;1;1;70;1200.0;;
17113;Departamento;San Borja;2;0;1;70;4100.0;710.0;30.0
17114;Departamento;Ventanilla;2;0;0;76;1500.0;250.0;47.0
17115;Departamento;Chorrillos;1;0;0;33;1350.0;480.0;60.0
17116;Departamento;Ate;1;1;1;65;6000.0;1180.0;3000.0
17117;Departamento;San Miguel;2;0;0;60;1700.0;487.0;49.0
17118;Local comercial;San Martín de Porres;0;1;0;29;1200.0;779.0;
17119;Departamento;Rímac;3;1;1;150;8500.0;2055.0;399.0
17120;Departamento;San Borja;1;0;0;45;1700.0;470.0;58.0
17121;Departamento;Comas;3;2;1;140;6300.0;2200.0;387.0
17122;Departamento;Breña;3;0;0;103;3500.0;840.0;175.0
17123;Departamento;Ate;4;3;4;233;11000.0;3200.0;500.0
17124;Departamento;Comas;3;2;2;260;40000.0;6147.0;978.0
17125;Departamento;Rímac;3;1;0;100;4600.0;1153.0;302.0
17126;Tienda/Salón;Pachacámac;0;0;0;485;9000.0;;3528.0
17127;Flat;Comas;2;1;2;80;12000.0;3300.0;
17128;Departamento;San Borja;3;0;0;110;3500.0;650.0;
17129;Local comercial;San Borja;0;0;0;20;800.0;329.0;134.0
17130;Departamento;Punta Hermosa;3;0;0;80;1800.0;980.0;103.0
17131;Terreno;Los Olivos;2;0;0;672;2800.0;;
17132;Departamento;Comas;3;2;1;130;5000.0;2107.0;402.0
17133;Edificio completo;Ventanilla;0;1;0;1800;10000.0;;500.0
17134;Departamento;Barranco;2;0;0;60;880.0;100.0;
17135;Casa en condominio;Ate;5;7;5;1150;40000.0;2200.0;
17136;Departamento;San Borja;3;1;0;110;3300.0;794.0;
17137;Departamento;Ate;3;2;2;130;5700.0;800.0;450.0
17138;Departamento;Villa El Salvador;3;2;1;98;3000.0;805.0;179.0
17139;Local comercial;Villa El Salvador;0;7;0;670;50250.0;16750.0;3276.0
17140;Departamento;San Borja;2;2;1;105;5000.0;1000.0;
17141;Departamento;San Borja;2;1;0;79;2600.0;737.0;187.0
17142;Departamento;Comas;2;1;1;62;1300.0;650.0;126.0
17143;Casa;Pachacámac;2;2;1;70;1500.0;;
17144;Casa en condominio;Villa María del Triunfo;3;2;3;260;5000.0;350.0;150.0
17145;Local comercial;Pachacámac;0;0;0;21;480.0;320.0;87.0
17146;Departamento;Punta Negra;1;0;0;40;1300.0;335.0;
17147;Departamento;La Perla;2;1;1;61;3100.0;891.0;198.0
17148;Departamento;Ate;2;2;2;75;2000.0;1396.0;1340.0
17149;Departamento;Jesús María;2;0;0;56;900.0;648.0;27.0
17150;Local comercial;Ate;0;1;0;120;3000.0;1256.0;1220.0
17151;Departamento;San Luis;2;1;0;65;1500.0;747.0;70.0
17152;Departamento;Los Olivos;2;0;0;70;750.0;;
17153;Casa de villa;Santa María del Mar;3;0;0;100;2000.0;;
17154;Departamento;La Perla;2;1;0;65;3500.0;713.0;
17155;Departamento;Ate;2;1;1;85;2500.0;1380.0;
17156;Local comercial;Pachacámac;0;0;0;770;30000.0;12410.0;2118.0
17157;Casa en condominio;Ate;6;6;4;1100;34009.0;;
17158;Departamento;Chorrillos;1;1;0;50;2000.0;854.0;240.0
17159;Departamento;La Perla;3;1;0;86;3300.0;1050.0;
17160;Casa en condominio;Comas;1;1;0;70;1000.0;150.0;13.0
17161;Local comercial;Pachacámac;0;0;0;40;750.0;800.0;
17162;Local comercial;La Punta;0;10;0;426;15000.0;7000.0;
17163;Almacén;Lima;0;5;0;300;2500.0;;32.0
17164;Departamento;San Borja;2;1;1;85;2950.0;620.0;159.0
17165;Departamento;San Miguel;3;1;1;145;2800.0;950.0;154.0
17166;Departamento;San Isidro;2;1;0;56;650.0;260.0;
17167;Departamento;San Borja;2;1;0;130;4500.0;1150.0;270.0
17168;Departamento;Rímac;4;1;1;182;9500.0;3150.0;630.0
17169;Local comercial;Santa Anita;0;0;0;15;400.0;586.0;53.0
17170;Departamento;Comas;4;1;1;205;23000.0;2840.0;
17171;Departamento;San Miguel;2;0;0;80;1400.0;850.0;
17172;Departamento;Jesús María;2;1;1;70;1600.0;960.0;
17173;Departamento;Ate;4;3;2;480;8500.0;2500.0;
17174;Departamento;Punta Hermosa;2;1;1;100;2800.0;755.0;
17175;Flat;Comas;2;2;2;231;10000.0;4812.0;1147.0
17176;Local comercial;Comas;0;4;0;326;29000.0;5921.0;1794.0
17177;Departamento;Lurigancho;1;0;1;45;2200.0;650.0;
17178;Casa;Santiago de Surco;5;3;3;350;16000.0;;500.0
17179;Almacén;Lince;0;0;0;4799;91184.0;13197.0;3599.0
17180;Departamento;San Miguel;3;1;0;96;1750.0;950.0;118.0
17181;Departamento;Chorrillos;3;1;1;87;3200.0;1038.0;176.0
17182;Departamento;Comas;2;1;1;90;7000.0;2800.0;280.0
17183;Departamento;Jesús María;2;1;1;70;1800.0;650.0;80.0
17184;Departamento;Comas;5;1;2;374;16000.0;3972.0;1309.0
17185;Tienda/Salón;Ate;0;1;0;80;3500.0;2173.0;500.0
17186;Departamento;Pachacámac;2;0;0;70;1200.0;700.0;50.0
17187;Edificio completo;Ate;0;0;0;600;6500.0;;4306.0
17188;Local comercial;Pachacámac;0;0;0;66;1400.0;2193.0;334.0
17189;Casa en condominio;Ate;5;7;5;780;18000.0;2081.0;1540.0
17190;Departamento;Lince;3;1;0;50;1100.0;300.0;
17191;Local comercial;Pachacámac;0;3;0;400;32000.0;6800.0;
17192;Local comercial;Ate;0;36;0;1200;83990.0;44000.0;
17193;Departamento;San Borja;2;0;1;75;2600.0;620.0;180.0
17194;Local comercial;Pachacámac;0;0;0;530;9000.0;4738.0;1797.0
17195;Departamento;San Borja;3;1;0;92;3900.0;1064.0;140.0
17196;Flat;Rímac;2;1;1;70;6000.0;1380.0;3228.0
17197;Departamento;San Borja;4;2;2;389;12400.0;4133.0;11536.0
17198;Almacén;Bellavista;0;0;0;274;3000.0;350.0;1355.0
17199;Local comercial;Ate;1;1;0;38;1600.0;935.0;217.0
17200;Departamento;Comas;2;0;0;56;2900.0;954.0;168.0
17201;Departamento;Ate;4;4;4;429;25000.0;;
17202;Departamento;Ate;3;2;1;117;3000.0;17966.0;2765.0
17203;Tienda/Salón;Lince;0;0;0;108;4000.0;;
17204;Departamento;Callao;2;1;0;59;1400.0;390.0;40.0
17205;Flat;Comas;1;1;0;50;2500.0;2300.0;350.0
17206;Departamento;Ate;2;2;2;110;3991.0;1560.0;2800.0
17207;Local comercial;Ate;0;1;0;32;2000.0;700.0;210.0
17208;Departamento;Ate;3;1;1;82;2300.0;850.0;140.0
17209;Local comercial;San Isidro;0;0;0;30;600.0;150.0;1750.0
17210;Departamento;San Borja;3;0;1;120;3000.0;820.0;150.0
17211;Local comercial;Ate;0;7;0;254;19000.0;6747.0;1540.0
17212;Departamento;Punta Hermosa;3;3;3;270;22000.0;2800.0;1300.0
17213;Local comercial;Ate;0;1;0;35;1450.0;790.0;188.0
17214;Tienda/Salón;Lurigancho;0;0;0;120;21850.0;;
17215;Departamento;Jesús María;2;1;1;91;1700.0;1020.0;182.0
17216;Departamento;Ventanilla;1;0;0;35;1100.0;455.0;
17217;Departamento;Ate;3;1;1;92;2800.0;1200.0;
17218;Departamento;Ate;2;1;1;75;2500.0;2265.0;511.0
17219;Departamento;Santa Anita;3;2;1;80;1600.0;1300.0;850.0
17220;Departamento;Jesús María;2;2;1;80;2500.0;1700.0;262.0
17221;Departamento;Jesús María;3;4;3;194;3000.0;1183.0;498.0
17222;Departamento;Comas;2;0;2;85;4500.0;1300.0;161.0
17223;Local comercial;Callao;0;1;0;21;900.0;534.0;68.0
17224;Departamento;San Borja;4;1;4;387;18000.0;2700.0;1000.0
17225;Departamento;Chorrillos;1;1;0;46;700.0;300.0;107.0
17226;Local comercial;Lurigancho;0;0;0;30;2000.0;970.0;185.0
17227;Departamento;Comas;3;1;1;80;4500.0;1500.0;239.0
17228;Departamento;Punta Hermosa;2;0;0;95;2100.0;766.0;
17229;Local comercial;Rímac;0;3;0;120;20000.0;2400.0;6943.0
17230;Local comercial;Ate;0;0;0;26;1600.0;401.0;
17231;Departamento;Ate;4;2;1;160;6000.0;1620.0;530.0
17232;Local comercial;Comas;0;0;0;80;7000.0;1068.0;130.0
17233;Local comercial;Ate;0;1;0;42;2500.0;1570.0;288.0
17234;Local comercial;Pachacámac;0;0;0;659;51464.0;11547.0;
17235;Habitación;San Borja;1;0;0;27;800.0;626.0;20.0
17236;Departamento;Jesús María;4;3;1;180;4000.0;800.0;350.0
17237;Departamento;Pueblo Libre;3;1;1;151;8000.0;1850.0;850.0
17238;Departamento;Jesús María;2;1;1;49;1800.0;650.0;
17239;Flat;Villa El Salvador;2;1;0;87;2900.0;1285.0;468.0
17240;Almacén;La Perla;0;6;0;1562;37492.0;10084.0;732.0
17241;Flat;Comas;1;1;1;45;4000.0;2425.0;271.0
17242;Local comercial;Pachacámac;0;0;0;540;22000.0;;63.0
17243;Departamento;Ate;5;4;5;580;20000.0;4600.0;1100.0
17244;Terreno;Ancón;0;0;0;1800;1500.0;;
17245;Departamento;Ate;2;1;0;66;3000.0;1550.0;380.0
17246;Tienda/Salón;Ate;0;1;0;77;2500.0;2173.0;4993.0
17247;Departamento;Ate;1;1;0;67;1850.0;900.0;232.0
17248;Departamento;Chorrillos;1;0;1;45;1600.0;270.0;77.0
17249;Departamento;Magdalena del Mar;1;1;0;44;1100.0;230.0;48.0
17250;Local comercial;Carmen de La Legua;0;0;0;150;2800.0;;
17251;Departamento;San Borja;2;0;0;80;3000.0;697.0;117.0
17252;Tienda/Salón;Rímac;0;0;0;49;5000.0;2180.0;387.0
17253;Local comercial;Chorrillos;0;1;0;30;900.0;750.0;35.0
17254;Casa en condominio;Ancón;2;0;0;92;750.0;;
17255;Departamento;Comas;3;1;1;170;21000.0;2300.0;400.0
17256;Local comercial;Pachacámac;0;0;0;565;36000.0;13990.0;3446.0
17257;Loft;Ate;1;1;0;50;1000.0;2050.0;340.0
17258;Departamento;Jesús María;3;2;1;85;1200.0;860.0;
17259;Departamento;Ate;2;2;1;105;6000.0;1900.0;270.0
17260;Local comercial;Pachacámac;0;0;0;49;900.0;650.0;83.0
17261;Departamento;Breña;3;1;0;110;3800.0;1286.0;220.0
17262;Local comercial;Lince;0;1;0;21;1200.0;350.0;10.0
17263;Departamento;Ate;4;2;1;141;9000.0;1452.0;687.0
17264;Casa;Lurigancho;4;1;2;500;15000.0;;450.0
17265;Departamento;San Bartolo;3;1;2;200;12000.0;1800.0;530.0
17266;Departamento;Comas;2;0;0;70;3500.0;300.0;
17267;Local comercial;La Punta;0;6;0;320;15000.0;7400.0;
17268;Cochera;Pachacámac;0;0;0;0;300.0;;78.0
17269;Departamento;Pueblo Libre;4;3;1;200;7000.0;2000.0;586.0
17270;Departamento;Chorrillos;2;1;1;78;5500.0;800.0;149.0
17271;Departamento;La Punta;2;0;0;60;800.0;240.0;
17272;Local comercial;Ate;0;1;0;30;1000.0;950.0;157.0
17273;Departamento;Ate;3;2;1;110;4500.0;2600.0;600.0
17274;Departamento;La Punta;1;0;0;50;2100.0;;27.0
17275;Local comercial;Ate;0;2;0;65;1500.0;1475.0;264.0
17276;Departamento;San Miguel;2;0;0;60;900.0;456.0;20.0
17277;Casa en condominio;Lurigancho;4;5;4;845;35000.0;;1794.0
17278;Departamento;Chorrillos;1;0;0;35;1700.0;620.0;25.0
17279;Local comercial;Lince;0;1;0;48;4000.0;1650.0;
17280;Departamento;Callao;3;1;1;82;1800.0;984.0;116.0
17281;Departamento;San Borja;1;0;0;36;1800.0;605.0;68.0
17282;Departamento;Callao;3;2;2;118;2900.0;1283.0;214.0
17283;Departamento;Ate;2;1;0;60;1400.0;750.0;112.0
17284;Departamento;San Miguel;3;2;0;108;2000.0;1000.0;
17285;Departamento;Punta Hermosa;3;0;0;120;3000.0;440.0;
17286;Local comercial;Ate;0;4;0;75;3000.0;2270.0;734.0
17287;Local comercial;Ate;0;1;0;70;8000.0;1250.0;300.0
17288;Departamento;Ate;2;2;1;100;3000.0;1400.0;
17289;Local comercial;Pachacámac;0;0;0;142;3200.0;1700.0;289.0
17290;Departamento;Chaclacayo;2;0;0;80;1500.0;440.0;
17291;Departamento;San Luis;1;1;0;62;1500.0;688.0;53.0
17292;Casa;San Luis;1;0;0;60;1000.0;;
17293;Almacén;Carabayllo;0;0;0;120;3300.0;;
17294;Local comercial;San Borja;0;0;0;20;800.0;365.0;
17295;Departamento;Ate;3;0;1;130;5800.0;1800.0;
17296;Departamento;Rímac;3;2;1;120;9850.0;;
17297;Departamento;San Bartolo;2;1;0;84;2600.0;783.0;
17298;Local comercial;San Miguel;0;0;0;25;800.0;620.0;21.0
17299;Departamento;Punta Hermosa;2;1;0;75;2200.0;579.0;
17300;Habitación;Rímac;1;0;0;25;1550.0;360.0;58.0
17301;Casa de villa;Comas;2;1;0;76;1508.0;;
17302;Local comercial;Lurigancho;0;0;0;31;350.0;486.0;45.0
17303;Departamento;Ate;2;1;2;95;3500.0;1390.0;2600.0
17304;Departamento;Punta Hermosa;3;0;0;130;2600.0;730.0;
17305;Casa;Lince;1;0;0;50;400.0;;
17306;Tienda/Salón;Ate;0;0;0;37;4500.0;1213.0;359.0
17307;Casa;Mi Perú;1;0;0;100;800.0;;
17308;Local comercial;Ate;0;1;0;24;700.0;496.0;27.0
17309;Departamento;San Borja;3;0;2;130;8500.0;695.0;100.0
17310;Casa;Barranco;2;0;0;65;1100.0;;
17311;Tienda/Salón;Villa El Salvador;0;0;0;20;1300.0;385.0;
17312;Casa en condominio;Jesús María;3;2;2;200;3000.0;;
17313;Departamento;Rímac;2;1;2;80;5500.0;1275.0;210.0
17314;Local comercial;Punta Negra;0;0;0;28;1300.0;380.0;120.0
17315;Departamento;Callao;2;1;1;71;1800.0;650.0;100.0
17316;Departamento;Ate;4;4;4;364;15000.0;6100.0;20300.0
17317;Local comercial;Pachacámac;0;0;0;1979;154393.0;34640.0;
17318;Departamento;Santa Anita;3;0;0;75;1000.0;210.0;15.0
17319;Departamento;Jesús María;3;2;1;100;2500.0;1200.0;100.0
17320;Tienda/Salón;Ate;0;1;0;60;2500.0;859.0;
17321;Local comercial;Callao;0;1;0;39;800.0;600.0;56.0
17322;Departamento;Ate;2;2;0;70;1900.0;1400.0;
17323;Departamento;Jesús María;3;4;1;218;3300.0;987.0;5160.0
17324;Departamento;San Borja;2;0;0;84;2300.0;1050.0;117.0
17325;Departamento;Ate;2;1;1;77;2000.0;966.0;
17326;Departamento;Ate;1;1;0;60;2700.0;1580.0;350.0
17327;Local comercial;Pachacámac;0;0;0;25;399.0;380.0;78.0
17328;Local comercial;Pachacámac;0;0;0;42;1200.0;1065.0;164.0
17329;Departamento;Comas;2;1;2;92;7500.0;3500.0;1000.0
17330;Departamento;Pueblo Libre;2;1;1;76;3500.0;750.0;207.0
17331;Local comercial;Pachacámac;0;0;0;30;400.0;500.0;80.0
17332;Departamento;Jesús María;3;2;2;200;3000.0;815.0;3500.0
17333;Departamento;San Borja;3;2;1;350;14000.0;1542.0;402.0
